transaction_id,account_id,transaction_date,transaction_type,amount,balance_after,description,merchant_name,merchant_category,location,reference_number,is_fraudulent
T       207,A00000203,2024-12-07 17:53:20.817211,Payment,-1679.12,32442.32,Third in finally impact wear practice green.,Thornton-Smith,Restaurant,,REF526024,False
T       208,A00000234,2025-01-07 15:54:47.293992,Transfer,431.12,29570.33,Movie firm main daughter quite week.,,,Allenfurt,REF787031,False
T       209,A00000977,2025-01-12 02:39:44.402281,Interest,1344.15,26351.82,Strong reality cup collection few sea affect all.,,,,REF354281,False
T       210,A00000503,2025-06-01 00:28:12.260236,Transfer,-9809.77,6356.31,Conference interview four number allow third lead garden.,,,,REF820407,False
T       211,A00000268,2024-09-06 07:10:25.901407,Withdrawal,-1830.98,10513.34,Good cut data now move ok customer.,,,Shannonport,REF414793,False
T       212,A00000960,2025-03-24 22:14:26.579566,Interest,199.81,36219.02,Through color hope structure arrive.,,,,REF106735,False
T       213,A00000319,2025-03-31 14:38:26.144108,Withdrawal,-225.54,35465.75,Site kitchen scientist write sense early.,,,Lake Joseph,REF552519,False
T       214,A00000546,2025-01-20 15:32:34.208870,Interest,2557.55,19639.29,Information left ask large since.,,,West Davidville,REF536054,False
T       215,A00000963,2025-05-06 07:46:21.382515,Interest,1399.4,1866.03,Civil decide foot assume financial.,,,Helenmouth,REF339979,False
T       216,A00000606,2025-03-28 09:24:39.865049,Withdrawal,-972.41,18218.32,Talk here artist system population.,,,Port Christopher,REF425627,False
T       217,A00000860,2024-11-15 10:59:41.975793,Interest,4257.37,37482.56,Foreign quality right true left financial.,,,Jeremiahshire,REF048722,False
T       218,A00000155,2025-03-14 22:38:57.723606,Deposit,1736.24,16576.17,He measure fish pattern increase much both experience.,,,,REF384020,False
T       219,A00000820,2024-10-06 04:04:33.666480,Transfer,-7420.99,27413.36,Option news meet group team onto fine.,,,New Robert,REF150399,False
T       220,A00000364,2025-02-15 13:51:34.996858,Interest,951.82,3038.86,Minute despite have tell star realize.,,,,REF710252,False
T       221,A00000225,2025-03-17 19:55:33.901791,Transfer,6253.84,9045.49,Chance special ever hit enter.,,,North Jonathan,REF470247,False
T       222,A00000940,2024-11-20 19:32:53.103768,Fee,-1660.34,4255.87,Lay development kid program anything mouth.,,,East Jamie,REF906206,False
T       223,A00000300,2025-04-09 04:04:13.217195,Transfer,-2243.88,1445.69,Strategy nor site lose chance ground.,,,,REF946086,False
T       224,A00000999,2025-05-30 03:53:21.328374,Transfer,6325.13,31126.81,Similar appear avoid third contain big.,,,North Tiffanymouth,REF289002,False
T       225,A00000021,2024-10-24 22:18:36.007631,Deposit,2729.37,13834.83,Issue water leave claim.,,,,REF064733,False
T       226,A00000228,2024-10-25 09:09:21.748692,Fee,-186.16,33205.12,Short crime early market learn.,,,North Jasmine,REF978807,False
T       227,A00000504,2024-12-01 20:17:43.234138,Transfer,-3768.39,38366.85,Run our wind law never very eat.,,,Katherinemouth,REF452072,False
T       228,A00000074,2024-10-22 22:54:50.762028,Payment,-1813.03,35011.57,Say business science speech Democrat.,Cox Ltd,Restaurant,Thompsonmouth,REF938819,False
T       229,A00000968,2024-11-13 14:59:25.559284,Transfer,2381.06,42325.73,Republican inside source student safe out address within.,,,Port Gregory,REF782303,False
T       230,A00000268,2025-07-16 07:22:20.345394,Interest,4517.63,10513.34,Child him add scene degree most main.,,,,REF275273,False
T       231,A00000022,2024-10-13 01:22:04.089401,Fee,-299.91,40621.99,Natural course bit fear table.,,,Kellyburgh,REF643722,False
T       232,A00000651,2025-03-11 21:47:20.233910,Fee,-1118.84,30104.49,Right this heavy hear.,,,,REF227136,False
T       233,A00000971,2025-03-18 15:22:22.686975,Payment,-1307.62,8538.35,Feeling market minute mind note sell worry.,Hoffman-Walsh,Healthcare,,REF049346,False
T       234,A00000549,2025-04-14 05:02:12.208153,Deposit,2458.01,49395.32,Describe sister describe make church best.,,,,REF922540,False
T       235,A00000932,2025-05-24 07:14:51.910903,Payment,-248.47,38686.1,That personal threat Republican stage baby.,Montoya-Stevenson,Retail,South Deborah,REF716237,False
T       236,A00000146,2024-11-29 05:18:37.560806,Fee,-614.39,-727.37,Fact style thing require region.,,,,REF285044,False
T       237,A00000220,2024-08-27 00:08:28.461374,Interest,3574.03,8980.27,Improve worker message night fill when rate.,,,,REF722430,False
T       238,A00000182,2024-08-16 23:55:28.691420,Deposit,1054.31,12337.88,Fill home new institution agree worker.,,,,REF820822,False
T       239,A00000229,2025-01-26 18:25:53.892009,Withdrawal,-1505.43,21330.23,Purpose agree moment note.,,,North Davidside,REF551001,False
T       240,A00000268,2025-04-05 23:06:53.485476,Withdrawal,-1753.87,10513.34,Rather travel rise reveal tonight.,,,Youngton,REF290087,False
T       241,A00000300,2024-10-29 22:57:44.971662,Deposit,808.29,1445.69,Before indicate million data wrong.,,,New Jenniferton,REF632213,False
T       242,A00000632,2025-04-27 22:03:18.824854,Withdrawal,-528.3,15604.37,Quite vote significant.,,,Jessicaberg,REF367653,False
T       243,A00000242,2025-07-07 13:45:27.958224,Interest,3635.84,11084.08,Later exactly at factor.,,,South Rebecca,REF428645,False
T       244,A00000517,2024-10-29 18:19:03.177277,Transfer,6494.68,49005.31,Report before activity huge then.,,,,REF295743,False
T       245,A00000806,2024-11-22 01:59:11.199983,Deposit,1273.26,12916.92,Forget skill toward bar deep effect.,,,Evansshire,REF407010,False
T       246,A00000181,2025-03-22 07:57:41.281972,Payment,-454.74,64.63,Ok sort movie peace rich including stage.,Houston Inc,Utilities,,REF029133,False
T       247,A00000593,2024-10-01 02:41:42.797403,Deposit,2935.59,37599.74,Source thing perhaps young west while those.,,,Tylerton,REF807389,False
T       248,A00000094,2024-09-17 20:12:21.839451,Fee,-1735.63,38288.62,Employee night step Congress item.,,,,REF668644,False
T       249,A00000970,2024-09-06 10:03:41.990583,Deposit,3612.72,9719.56,Window choose his child be weight natural.,,,,REF513259,False
T       250,A00000778,2025-05-05 23:03:34.834130,Deposit,2038.13,46444.08,Win show treat commercial describe relate.,,,,REF089679,False
T       251,A00000993,2025-07-24 18:07:21.261982,Payment,-194.4,13271.74,Television play that stock risk care.,Williamson and Sons,Gas,Sandersshire,REF443071,False
T       252,A00000816,2024-12-19 22:58:50.845023,Interest,1243.76,6605.37,Act whole system single billion interesting memory.,,,Williamberg,REF153847,False
T       253,A00000330,2024-11-05 04:58:43.773782,Transfer,-3503.87,16125.58,Simply recognize current ok sure religious street.,,,New Tracy,REF690092,False
T       254,A00000123,2025-07-31 05:00:57.008693,Transfer,-1190.05,2490.38,Technology white push like.,,,Christinaburgh,REF566172,False
T       255,A00000114,2025-06-15 03:44:16.405429,Fee,-117.75,37814.45,Camera see visit about.,,,Kyleland,REF357180,False
T       256,A00000139,2025-06-24 08:20:08.971326,Withdrawal,-1504.29,3951.67,Church visit carry expect represent car cell.,,,West Aliciamouth,REF342450,False
T       257,A00000194,2025-07-28 01:18:12.736719,Fee,-1683.64,2817.71,Sign ahead return poor.,,,New Marisa,REF977009,False
T       258,A00000650,2024-10-04 03:19:49.279915,Transfer,-7042.26,4280.04,Pay party subject doctor game.,,,Bethmouth,REF355564,True
T       259,A00000776,2024-09-04 02:43:26.693899,Withdrawal,-1536.2,40280.04,Behavior reason rule weight society program Mr.,,,West Sherylberg,REF510827,False
T       260,A00000464,2024-12-12 23:37:35.199463,Transfer,-3762.73,45771.08,Cold information everybody turn.,,,,REF942443,False
T       261,A00000772,2024-11-01 06:31:27.366046,Fee,-304.57,12239.15,Will box few responsibility life lose leader.,,,Leemouth,REF312309,False
T       262,A00000892,2025-04-03 19:14:29.410630,Withdrawal,-1966.33,36550.31,Simple expect issue wonder.,,,North Samanthachester,REF891822,False
T       263,A00000237,2025-06-04 06:10:10.437186,Payment,-580.5,48771.97,International animal local.,Costa LLC,Gas,Stevensstad,REF313562,False
T       264,A00000508,2025-04-23 05:04:38.413021,Deposit,912.0,44767.38,When situation meeting measure.,,,Port Guyside,REF056447,False
T       265,A00000512,2024-12-29 18:12:46.933189,Deposit,3247.83,24524.81,Central hotel those move feeling.,,,Hillview,REF349385,False
T       266,A00000544,2024-10-07 08:36:04.416688,Withdrawal,-1612.5,46622.35,Authority him student from thousand story southern.,,,Matabury,REF843576,False
T       267,A00000907,2024-10-29 03:46:56.709358,Fee,-1846.98,26424.89,President operation evidence perhaps Congress same conference.,,,Hannahland,REF395975,False
T       268,A00000068,2025-02-09 16:22:50.770419,Deposit,893.82,48290.81,Stay energy build information.,,,West Alecton,REF303226,False
T       269,A00000510,2025-02-10 12:54:09.691160,Transfer,-4796.76,27623.0,Science son significant side project see.,,,New Devinburgh,REF831114,False
T       270,A00000503,2025-08-01 03:34:13.230458,Withdrawal,-654.85,6356.31,Cost practice story fast.,,,South Jennifer,REF255250,False
T       271,A00000533,2025-07-23 18:00:48.444880,Withdrawal,-599.28,24592.82,Know allow appear.,,,Browntown,REF550858,False
T       272,A00000607,2024-10-29 08:35:11.552477,Payment,-1610.43,29454.22,Or send group lawyer.,Campos and Sons,Grocery,South Calvinfurt,REF625931,False
T       273,A00000703,2024-08-28 02:37:17.792444,Fee,-411.04,35352.62,The beat arrive start yes.,,,,REF129558,False
T       274,A00000897,2024-08-11 19:20:17.682480,Interest,1961.83,43050.4,Man into experience left likely with improve eye.,,,Lake Carlafort,REF625063,False
T       275,A00000960,2024-10-17 15:01:49.978873,Withdrawal,-730.87,36219.02,Play many director also.,,,Mossfurt,REF831601,False
T       276,A00000345,2025-07-22 11:52:41.125412,Payment,-331.83,4110.03,Them option drop increase heart arm.,Ashley Inc,Grocery,,REF394100,False
T       277,A00000722,2025-03-20 02:43:44.895777,Payment,-271.4,45297.82,Finally Mr interesting eight.,Cooper LLC,Retail,Emilyfurt,REF814888,False
T       278,A00000539,2024-11-11 19:28:47.305011,Fee,-1208.26,39921.38,Fact opportunity there necessary report which actually.,,,Lisastad,REF452358,False
T       279,A00000420,2024-10-25 21:33:54.008608,Interest,2393.36,4847.64,Study general guy talk scene mission fight small.,,,Ashleytown,REF141254,False
T       280,A00000598,2025-01-05 13:53:33.872559,Deposit,2067.79,15437.48,Record avoid building national nature enough because.,,,Latoyashire,REF669526,False
T       281,A00000146,2025-04-02 18:44:29.373353,Deposit,3512.61,-727.37,Word center trial Congress fight guess Republican.,,,Hinesport,REF021851,False
T       282,A00000936,2024-10-15 14:27:01.308970,Payment,-1976.05,268.9,Sound situation control measure audience.,Robles and Sons,Healthcare,Lake Sherylport,REF738596,False
T       283,A00000272,2025-06-04 13:02:24.072275,Payment,-960.89,37857.63,Stuff campaign meet write some.,Mcgee and Sons,Gas,Jamieside,REF897624,False
T       284,A00000231,2024-11-02 18:55:43.474611,Withdrawal,-1948.67,1821.95,Wall development responsibility statement scientist center feeling civil.,,,Taylorville,REF699449,False
T       285,A00000603,2025-02-01 11:36:02.045429,Payment,-1198.42,26269.28,Data base his woman what information.,Klein-Smith,Utilities,Port Katrinaport,REF147915,False
T       286,A00000154,2025-04-22 15:25:37.301751,Transfer,-2484.64,15633.96,Reveal rich fly cost.,,,West Bruceside,REF137774,False
T       287,A00000411,2025-06-07 01:52:02.961406,Withdrawal,-81.99,14534.09,Him guy industry degree sometimes war sea.,,,,REF563325,False
T       288,A00000971,2025-05-19 01:58:20.174210,Withdrawal,-419.55,8538.35,Wear give worry short.,,,Calhounfurt,REF459667,False
T       289,A00000745,2024-11-18 04:28:41.461380,Fee,-1165.68,41582.45,Especially design place pass.,,,Philipshire,REF006254,False
T       290,A00000773,2024-09-17 22:37:40.118444,Withdrawal,-1330.32,3552.19,Local anyone attack Mr situation federal your if.,,,Glassville,REF730143,False
T       291,A00000638,2025-06-02 03:32:42.317955,Withdrawal,-153.14,19605.44,Thing guess your area fill yeah.,,,North Brian,REF520930,False
T       292,A00000920,2025-06-27 04:11:30.410883,Deposit,3711.6,15409.39,Try finish star north bill play.,,,Lindaside,REF562011,False
T       293,A00000882,2024-12-24 16:36:09.018625,Fee,-1054.27,26774.87,Early collection sing they majority listen product win.,,,Andrewhaven,REF161126,False
T       294,A00000689,2025-03-02 08:09:03.640374,Deposit,4644.09,29467.9,Quite these middle author while cut live.,,,Rossville,REF316374,False
T       295,A00000832,2025-05-29 03:47:46.210340,Interest,3126.94,24924.13,Always majority nation ok traditional modern next.,,,South Amy,REF787255,False
T       296,A00000922,2024-12-15 05:53:22.817980,Payment,-1049.03,5415.02,Make now thus short eight these house.,"Aguirre, Steele and Jackson",Grocery,New Jamesmouth,REF572293,False
T       297,A00000632,2025-01-24 05:50:07.691465,Interest,1312.6,15604.37,Second hard order boy.,,,,REF828453,False
T       298,A00000607,2024-11-09 05:25:47.577308,Withdrawal,-1172.9,29454.22,Inside indeed experience rate itself maybe ago color.,,,,REF033685,False
T       299,A00000957,2024-10-18 03:49:14.017720,Interest,504.89,31268.23,Fight keep red people idea.,,,,REF661626,False
T       300,A00000930,2025-03-12 02:27:58.045271,Interest,3514.44,42303.12,Official since poor probably.,,,Masontown,REF509183,False
T       301,A00000456,2024-10-03 07:24:15.763450,Fee,-1775.35,43459.42,Turn half movie skin truth parent.,,,East Amanda,REF002184,False
T       302,A00000903,2024-09-28 17:36:13.794424,Payment,-468.49,14245.68,Paper land rate foot great stand explain.,Hunter-Johnson,Retail,,REF023130,False
T       303,A00000848,2024-10-12 10:02:50.912998,Payment,-465.19,14486.92,Life system language campaign space let real.,"Thompson, Brown and Wilson",Retail,Port Laurenside,REF267766,False
T       304,A00000132,2024-10-17 09:58:26.439735,Payment,-481.17,37595.97,Media finally clearly.,"Mack, Reynolds and Barker",Grocery,Danielsshire,REF627129,False
T       305,A00000370,2025-08-03 18:55:16.740397,Transfer,161.22,26952.29,Local reflect hold price.,,,West John,REF956567,False
T       306,A00000727,2024-10-24 18:51:23.179600,Withdrawal,-1907.15,14752.32,Able name television sister protect project evidence.,,,Stanleyside,REF131807,False
T       307,A00000053,2025-05-02 04:23:11.523224,Deposit,341.0,7725.0,Near million everyone agent which serious huge.,,,West Samueltown,REF371645,False
T       308,A00000558,2025-03-19 09:21:59.966835,Interest,663.97,14288.8,Able interview maybe more.,,,,REF281572,False
T       309,A00000481,2024-09-09 22:03:32.482790,Fee,-28.98,45033.43,Once drug population official future left everyone.,,,Williamsonchester,REF039369,False
T       310,A00000943,2024-10-18 07:16:27.861900,Fee,-1315.08,638.91,Strategy behavior today put yet security.,,,,REF249511,False
T       311,A00000412,2024-09-26 18:15:56.271762,Deposit,4584.62,19549.6,Talk certain ahead glass research guy.,,,South Krystalstad,REF947763,False
T       312,A00000071,2025-03-20 06:38:22.622896,Payment,-855.65,8153.13,Catch fact fast appear few end case.,"Campbell, Morgan and Byrd",Grocery,,REF204546,False
T       313,A00000004,2025-04-08 03:00:30.984260,Withdrawal,-1781.08,48707.5,Stage kid watch specific ability before.,,,Lake Lori,REF019668,False
T       314,A00000928,2025-07-28 22:45:34.592964,Withdrawal,-1360.47,15415.44,Determine pretty watch ball possible admit bring.,,,New Jamiemouth,REF151628,False
T       315,A00000086,2025-06-23 06:36:23.111391,Interest,2072.02,40576.36,Summer we evidence include either answer situation new.,,,Port Samuel,REF392052,False
T       316,A00000369,2025-05-18 09:41:59.744026,Fee,-868.63,8472.96,Somebody science service itself.,,,Ramirezfurt,REF769984,False
T       317,A00000414,2024-10-12 06:16:40.121918,Transfer,9736.48,-485.06,Beyond else everybody way sure treatment.,,,Drakeland,REF403187,False
T       318,A00000832,2025-07-12 12:42:39.069565,Fee,-406.2,24924.13,Majority red participant put.,,,,REF428774,False
T       319,A00000993,2025-08-05 19:31:15.952315,Interest,3652.99,13271.74,Treat traditional them member western expert set.,,,North John,REF642165,False
